,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
25167.0,5Hyr47BBGpvOfcykSCcaw9,Bonnie Tyler,Secret Dreams and Forbidden Fire,"Holding Out for a Hero - From ""Footloose"" Soundtrack",74.0,348333.0,False,0.616,0.685,9.0,-15.289,0.0,0.04,0.0245,1.13e-05,0.0491,0.895,150.055,4.0,disco
25170.0,1Jj6MF0xDOMA3Ut2Z368Bx,Cyndi Lauper,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),Time After Time,72.0,243066.0,False,0.724,0.436,0.0,-9.321,1.0,0.0282,0.576,1.19e-06,0.0908,0.324,130.439,4.0,disco
25173.0,2wSAWEYUHkt92X4SBAPqZE,Culture Club,Colour By Numbers,Karma Chameleon - Remastered 2002,75.0,252773.0,False,0.668,0.73,10.0,-7.182,1.0,0.0366,0.225,0.0,0.188,0.894,92.049,4.0,disco
25182.0,31H6au3jhblhr6MMJiXnCq,Eric Carmen,The Definitive Collection,"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",74.0,251066.0,False,0.712,0.549,5.0,-9.484,1.0,0.0254,0.011,0.0,0.118,0.552,109.882,4.0,disco
25200.0,5jr6pG3khBcBXZRm8NogSe,Breakbot;Irfane,Baby I'm Yours,Baby I'm Yours,61.0,215786.0,False,0.831,0.794,2.0,-3.701,0.0,0.0752,0.705,3.4e-05,0.0978,0.735,118.075,4.0,disco
25201.0,3XDeeP9wBZzGhIPZmLfEEx,Culture Club,Colour By Numbers,Karma Chameleon,61.0,252760.0,False,0.661,0.552,10.0,-12.385,1.0,0.0337,0.214,0.0,0.206,0.928,92.056,4.0,disco
25204.0,1JQ6Xm1JrvHfvAqhl5pwaA,Commodores,Commodores,Easy,75.0,256426.0,False,0.589,0.384,10.0,-15.075,0.0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,4.0,disco
25205.0,3gsCAGsWr6pUm1Vy7CPPob,Roberta Flack,Killing Me Softly,Killing Me Softly With His Song,72.0,286920.0,False,0.476,0.381,5.0,-10.238,0.0,0.0342,0.727,0.0,0.0614,0.33,121.948,4.0,disco
25206.0,6ztstiyZL6FXzh4aG46ZPD,"Earth, Wind & Fire;The Emotions",I Am,Boogie Wonderland,76.0,288293.0,False,0.802,0.756,2.0,-10.791,0.0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,4.0,disco
25209.0,4GhtDORJiSRYxj6M1bv0vX,Billy Ocean,Billy Ocean (Expanded Edition),Love Really Hurts Without You,70.0,179013.0,False,0.518,0.907,5.0,-3.732,1.0,0.0343,0.00221,1.15e-05,0.0838,0.961,140.982,4.0,disco
25210.0,3K7Q9PHUWPTaknlbFPThn2,Kool & The Gang,Celebrate!,Celebration,72.0,298866.0,False,0.885,0.664,1.0,-11.795,1.0,0.0524,0.145,0.0483,0.0767,0.906,121.632,4.0,disco
25211.0,0UeYCHOETPfai02uskjJ3x,Bag Raiders,Bag Raiders (Deluxe),Shooting Stars,67.0,235813.0,False,0.636,0.72,11.0,-6.195,1.0,0.0432,0.0893,0.0178,0.0868,0.425,124.944,4.0,disco
25212.0,4czNORk5MjW5WOn98bki32,Lionel Richie,Back To Front,All Night Long (All Night) - Single Version,72.0,258666.0,False,0.748,0.603,1.0,-12.044,1.0,0.043,0.15,0.000261,0.0269,0.827,108.831,4.0,disco
25213.0,0qemIQjSxcKyf42VPfZnfa,Bee Gees,How Can You Mend A Broken Heart,"Night Fever - From ""Saturday Night Fever"" Soundtrack",73.0,212800.0,False,0.726,0.779,1.0,-7.057,0.0,0.0251,0.0178,0.00178,0.104,0.841,109.133,4.0,disco
25215.0,4kOfxxnW1ukZdsNbCKY9br,Tina Turner,What's Love Got to Do with It?,What's Love Got to Do with It,71.0,226880.0,False,0.851,0.406,1.0,-11.631,1.0,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,4.0,disco
25216.0,6FwMGM0Dtmf0vz6BdIc8uP,Baltimora,Tarzan Boy: The World Of Baltimora,Tarzan Boy,64.0,230026.0,False,0.703,0.803,5.0,-4.647,1.0,0.0251,0.346,0.000912,0.437,0.695,107.41,4.0,disco
25218.0,0mbS3VwRbO6HVBMPXnzOGA,Bee Gees,Bee Gees' 1st,To Love Somebody,68.0,182000.0,False,0.423,0.384,9.0,-12.503,1.0,0.0315,0.729,4.11e-06,0.27,0.521,90.43,4.0,disco
25219.0,2WthqeuPLwn0CHwCMrlt6L,Barbra Streisand;Bryan Adams,The Mirror Has Two Faces - Music From The Motion Picture,I Finally Found Someone (feat. Bryan Adams),65.0,221973.0,False,0.568,0.224,6.0,-15.069,1.0,0.0296,0.677,0.0,0.127,0.0709,138.964,4.0,disco
25220.0,3cbV252akVZInSvJk7jAYX,Irene Cara,What a Feelin',Flashdance...What a Feeling - Radio Edit,72.0,237053.0,False,0.572,0.654,7.0,-7.027,0.0,0.0344,0.0058,3.21e-06,0.09,0.399,122.491,4.0,disco
25251.0,0Psz3az3RIYfJpnsajBT8N,Polo & Pan,Caravelle,Nanã,65.0,190826.0,False,0.685,0.735,4.0,-6.337,0.0,0.0334,0.191,0.038,0.188,0.385,94.035,3.0,disco
25253.0,0L3XCv9i9IHs8cJEVhsJ3J,Bee Gees;SG Lewis,More Than A Woman (SG's Paradise Edit),More Than A Woman - SG's Paradise Edit,69.0,357936.0,False,0.679,0.762,10.0,-4.253,0.0,0.0316,0.00469,0.23,0.0446,0.511,105.407,4.0,disco
25254.0,6qnULXVFGfFqPj0Hpj0tIG,Le Youth,Underwater / Other Voices,Underwater,60.0,297635.0,False,0.672,0.679,2.0,-6.068,1.0,0.0294,0.00745,0.0811,0.0532,0.321,123.019,4.0,disco
25257.0,2d8D7uk3tbAThjRkdfrx9c,Desireless,François,Voyage voyage,70.0,266600.0,False,0.606,0.913,8.0,-6.039,0.0,0.0351,0.246,0.00696,0.34,0.838,123.58,4.0,disco
25258.0,5MoDQWMDMaAGDEiWsJfeCi,The Bangles,The Essential Bangles,Eternal Flame,68.0,238026.0,False,0.526,0.358,4.0,-7.239,0.0,0.0243,0.525,0.0,0.0942,0.399,78.989,3.0,disco
25259.0,7cv28LXcjAC3GsXbUvXKbX,Gloria Gaynor,20th Century Masters: The Millennium Collection: Best Of Gloria Gaynor,I Will Survive - Single Version,68.0,198066.0,False,0.777,0.725,0.0,-8.681,1.0,0.05,0.0131,0.00805,0.246,0.529,116.669,4.0,disco
25260.0,36CKza28wMxYdjdzji7ine,Bee Gees,Idea (Deluxe Edition),I Started A Joke,67.0,188306.0,False,0.31,0.464,7.0,-8.755,1.0,0.0275,0.156,8.94e-06,0.132,0.431,144.775,4.0,disco
25263.0,6T5GTy1l6dRmagqpNPjdoc,Bee Gees,Spirits Having Flown,Too Much Heaven,68.0,296000.0,False,0.495,0.439,6.0,-13.212,1.0,0.0467,0.44,8.88e-05,0.725,0.353,165.922,4.0,disco
25265.0,714hERk9U1W8FMYkoC83CO,Hot Chocolate,Hot Chocolate,You Sexy Thing,72.0,244920.0,False,0.791,0.733,5.0,-5.465,1.0,0.0633,0.523,0.0016,0.167,0.962,105.853,4.0,disco
25269.0,5xQr5TxQ77siaKfuyiJbT0,Ottawan,Hands Up,Hands Up - Single Version,66.0,208573.0,False,0.888,0.876,8.0,-4.249,1.0,0.0425,0.61,3.25e-05,0.375,0.992,123.291,4.0,disco
25271.0,3XIEWK1V9n25PS9Vb6axj5,Patrick Hernandez,Born to Be Alive (The Original),Born to Be Alive - The Original,72.0,188133.0,False,0.704,0.868,2.0,-5.808,1.0,0.0315,0.0834,0.0,0.206,0.808,131.468,4.0,disco
25272.0,1xNcBAoUw8Hz6LqK2jt4Ff,Eric Prydz,Call on Me (Radio Mix),Call on Me - Radio Mix,74.0,171360.0,False,0.597,0.837,10.0,-6.518,1.0,0.375,0.00427,0.00115,0.839,0.447,126.342,4.0,disco
25273.0,3mRM4NM8iO7UBqrSigCQFH,Bee Gees,Greatest,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",67.0,285373.0,False,0.703,0.826,10.0,-7.179,0.0,0.0341,0.0322,0.00629,0.179,0.945,103.564,4.0,disco
25275.0,5g6nzsOxwxdoj6sqAl0NXB,The Weather Girls,The Best of Disco,It's Raining Men,64.0,211013.0,False,0.682,0.925,5.0,-5.896,0.0,0.121,0.315,0.000718,0.702,0.611,136.27,4.0,disco
25276.0,05fHQeRbCSjKVS6z0WbQKJ,Paul Young,From Time To Time - The Singles Collection,Every Time You Go Away - Radio Edit,70.0,267000.0,False,0.572,0.721,5.0,-8.959,1.0,0.0402,0.187,7.41e-06,0.216,0.844,164.252,4.0,disco
25278.0,0aAR5HogGoT68EWFbyRFqx,Irene Cara,What A Feeling,What A Feeling,71.0,244533.0,False,0.532,0.729,10.0,-6.84,1.0,0.0474,0.382,0.0,0.366,0.595,121.97,4.0,disco
25279.0,0Qn0i8df7Q76ej3RAXAtI2,Bob Sinclar;Cutee B.;DollarMan;Big Ali;Makedah,Rock This Party (Everybody Dance Now),Rock This Party - Everybody Dance Now,68.0,245466.0,False,0.893,0.823,5.0,-3.708,0.0,0.122,0.0714,0.0,0.0509,0.902,128.009,4.0,disco
25280.0,5IKLwqBQG6KU6MP2zP80Nu,Sister Sledge,We Are Family (1995 Remaster),We Are Family - 1995 Remaster,71.0,216733.0,False,0.784,0.893,7.0,-5.153,0.0,0.0923,0.3,1.57e-05,0.272,0.819,118.738,4.0,disco
25300.0,5ptaFgbEZmXi2ONGq2LwOK,Lee Cabrera;Kevin McKay;Bleech,Gimme Gimme,Gimme Gimme - Club Mix,63.0,210476.0,False,0.715,0.912,2.0,-4.7,0.0,0.034,0.00429,0.00106,0.0849,0.52,126.01,4.0,disco
25301.0,7Cuk8jsPPoNYQWXK9XRFvG,"Earth, Wind & Fire",September,September,68.0,215080.0,False,0.694,0.831,9.0,-7.288,1.0,0.0301,0.165,0.000892,0.25,0.98,125.901,4.0,disco
25302.0,6mTnH6xSYwKohtsO9RFzcc,Eric Prydz;Empire of the Sun,Liberate (Remixes),We Are Mirage,62.0,379500.0,False,0.556,0.792,4.0,-6.723,0.0,0.0361,0.000521,0.75,0.494,0.0871,127.956,4.0,disco
25305.0,1EWsVHU4FNAdtN4R8FETag,Nightcrawlers;MK,Push The Feeling On,Push The Feeling On - Mk Dub Revisited Edit,67.0,243160.0,False,0.793,0.5,6.0,-13.108,0.0,0.0319,0.028,1.96e-05,0.186,0.833,123.017,4.0,disco
25306.0,0F2BxpbxH8Yc3pLub48hrb,Eric Prydz,Pjanoo,Pjanoo - Radio Edit,68.0,157432.0,False,0.605,0.874,7.0,-4.949,0.0,0.0295,0.000563,0.812,0.112,0.836,125.99,4.0,disco
25309.0,7MF7QAodbGzNYav5ZfIhAY,Gladys Knight & The Pips,Imagination (Expanded Edition),Midnight Train to Georgia,71.0,279333.0,False,0.595,0.379,10.0,-12.058,0.0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,4.0,disco
25310.0,3m0y8qLoznUYi73SUBP8GI,Ray Parker Jr.,Ghostbusters (Original Motion Picture Soundtrack) [2016],Ghostbusters,69.0,245253.0,False,0.788,0.846,4.0,-5.017,1.0,0.0372,0.0103,0.000281,0.26,0.738,115.636,4.0,disco
25312.0,7DD1ojeTUwnW65g5QuZw7X,Gloria Gaynor,I Will Survive,I Will Survive - 1981 Re-recording,64.0,261173.0,False,0.668,0.678,9.0,-10.317,0.0,0.056,0.00293,0.0,0.265,0.657,120.029,4.0,disco
25313.0,7qUTZEf6bgiApJEXpMAH5y,Barry Manilow,Even Now,Can't Smile Without You,63.0,193440.0,False,0.419,0.516,7.0,-9.937,1.0,0.0335,0.494,4.41e-06,0.148,0.476,97.884,4.0,disco
25314.0,13Mzsb8VzRSZ5w3pM48cn6,The Spinners,The Rubberband Man / Now That We're Together,The Rubberband Man,65.0,213000.0,False,0.801,0.446,10.0,-14.605,1.0,0.0735,0.74,0.038,0.0832,0.925,97.898,4.0,disco
25316.0,3qI94hINNNeb4S7xQi18lS,The Jacksons,Destiny,Blame It on the Boogie,71.0,214200.0,False,0.774,0.641,1.0,-10.193,1.0,0.0799,0.0765,0.0,0.0867,0.875,113.256,4.0,disco
25317.0,1pTGc8pwyo6xtgXBKCBcFn,Barbra Streisand,Guilty,Woman in Love,68.0,231840.0,False,0.469,0.278,3.0,-16.311,0.0,0.028,0.248,0.000126,0.133,0.331,169.735,4.0,disco
25318.0,3yDhZq8f17SmumVmEyCaRN,KC & The Sunshine Band,All In a Night's Work (Expanded Version),Give It Up,68.0,254240.0,False,0.862,0.624,3.0,-11.63,1.0,0.0565,0.0192,0.000153,0.0465,0.882,124.896,4.0,disco
25319.0,4QT3YKobBj4BI7xCYRLr9u,Imagination,In the Heat of the Night,Just an Illusion,63.0,387866.0,False,0.752,0.548,11.0,-10.532,0.0,0.0329,0.295,0.115,0.0582,0.658,105.125,4.0,disco
25321.0,6HIVJXpdvp1C1ubfnkFnz8,Kool & The Gang,Collected,Celebration - Single Version,66.0,218786.0,False,0.824,0.837,1.0,-7.124,1.0,0.054,0.0216,0.00944,0.123,0.947,121.143,4.0,disco
25323.0,0snPJPxkk0MbTc0xeUvAPt,Lionel Richie,Dancing On The Ceiling (Expanded Edition),Dancing On The Ceiling,69.0,270720.0,False,0.698,0.774,0.0,-8.642,1.0,0.048,0.12,2.26e-06,0.394,0.731,133.197,4.0,disco
25324.0,6b6IMqP565TbtFFZg9iFf3,Four Tops,Four Tops Second Album,"I Can't Help Myself (Sugar Pie, Honey Bunch)",73.0,160280.0,False,0.667,0.599,0.0,-8.894,1.0,0.0291,0.245,0.0,0.107,0.971,127.935,4.0,disco
25325.0,5mwzpzRue1SBWwrbbhXfbf,Bee Gees,E.S.P.,You Win Again,65.0,241400.0,False,0.547,0.831,11.0,-11.298,0.0,0.0319,0.0874,8.34e-06,0.222,0.909,168.581,4.0,disco
25327.0,4gitetlGHZ9LfuJhwUhEhF,Olivia Newton-John,Physical (Deluxe Edition),Physical - Remastered 2021,69.0,225992.0,False,0.84,0.728,4.0,-8.473,0.0,0.0436,0.127,0.00114,0.114,0.74,124.066,4.0,disco
25328.0,6iXQrhhgBisdfvS34EMTZ3,Barry Manilow,Barry Manilow II,Mandy,69.0,213333.0,False,0.308,0.464,10.0,-9.032,1.0,0.0279,0.418,2.49e-06,0.143,0.318,103.734,4.0,disco
25334.0,6pPWRBubXOBAHnjl5ZIujB,Tina Turner,Foreign Affair,The Best,69.0,329800.0,False,0.662,0.737,0.0,-9.54,1.0,0.0296,0.108,0.0191,0.119,0.744,103.867,4.0,disco
25350.0,6KzkqZqhUBEsWYJJa2aBOd,Michael Gray,Analog Is On,The Weekend - Radio Edit,67.0,192173.0,False,0.686,0.832,4.0,-5.673,0.0,0.0725,0.000321,0.127,0.583,0.884,127.023,4.0,disco
25351.0,2cEVcPslk7RwcqDpLA6Mhu,Flight Facilities;Giselle,Down To Earth,Crave You,61.0,234776.0,False,0.921,0.477,1.0,-8.962,0.0,0.0828,0.109,0.0,0.0793,0.311,120.044,4.0,disco
25353.0,4JEylZNW8SbO4zUyfVrpb7,Billy Ocean,The Very Best of Billy Ocean,Caribbean Queen (No More Love On the Run),69.0,244426.0,False,0.79,0.649,5.0,-7.507,1.0,0.0265,0.166,8.87e-05,0.092,0.954,113.798,4.0,disco
25354.0,260V7huyJrXnyYe0dFv2Fa,Polo & Pan,Caravelle,Canopée,66.0,276293.0,False,0.704,0.692,5.0,-6.558,0.0,0.0304,0.0942,0.0109,0.0922,0.369,96.005,4.0,disco
25357.0,1c0zagykmGPDYuxJeDqZhJ,Bob Sinclar;Steve Edwards,World Hold on (Children of the Sky) [Radio Edit],World Hold on (Children of the Sky) [Radio Edit],67.0,204230.0,False,0.738,0.932,8.0,-1.898,0.0,0.0959,0.074,0.000121,0.0623,0.624,126.994,4.0,disco
25359.0,4NH4xiPQ7TqNGqj6pZV4ki,Culture Club,The Best Of Culture Club,Karma Chameleon,66.0,242200.0,False,0.668,0.473,10.0,-15.402,1.0,0.0336,0.231,0.0,0.115,0.962,91.976,4.0,disco
25360.0,6Hu6dzwlvoyg3zBUC8k4BK,Christopher Cross,Christopher Cross,Sailing,71.0,256146.0,False,0.469,0.382,2.0,-13.203,1.0,0.0374,0.364,0.00025,0.36,0.178,149.994,4.0,disco
25361.0,35U4PXL3W3XIkAjEUdhr36,Poolside,Pacific Standard Time,Harvest Moon,64.0,368783.0,False,0.782,0.622,2.0,-5.832,1.0,0.0411,0.288,0.53,0.58,0.921,106.022,4.0,disco
25362.0,5g3ZD7PmrEQlQZKDW91yGG,The Bangles,Everything,Eternal Flame,64.0,235666.0,False,0.521,0.233,7.0,-13.683,1.0,0.0254,0.635,0.0,0.245,0.4,78.93,3.0,disco
25363.0,1Jwc3ODLQxtbnS8M9TflSP,The Bangles,The Essential Bangles,Walk Like an Egyptian,63.0,204706.0,False,0.724,0.891,11.0,-7.818,1.0,0.0995,0.00344,4.72e-05,0.3,0.818,103.022,4.0,disco
25364.0,5uuJruktM9fMdN9Va0DUMl,Wild Cherry,Wild Cherry,Play That Funky Music,71.0,300000.0,False,0.814,0.672,9.0,-12.068,1.0,0.0619,0.0435,0.0,0.061,0.933,109.394,4.0,disco
25365.0,2A6yzRGMgSQCUapR2ptm6A,Cyndi Lauper,True Colors,True Colors,70.0,227600.0,False,0.397,0.207,0.0,-13.155,1.0,0.0331,0.701,3.07e-05,0.116,0.268,171.282,4.0,disco
25367.0,07PIhdmyYIw8dMeDMsx9FU,Bee Gees,Horizontal (Deluxe Version),Words,61.0,198453.0,False,0.259,0.289,2.0,-10.491,1.0,0.0285,0.14,0.0,0.162,0.246,80.326,4.0,disco
25370.0,6fw12s3vAJQAt7lbICodwC,Gloria Gaynor,I Will Survive (Phil Kelsey Remix),"I Will Survive - Original 7"" Version",66.0,198373.0,False,0.779,0.542,9.0,-15.137,0.0,0.0515,0.0358,0.000659,0.33,0.647,116.284,4.0,disco
25371.0,1OzrlK57iLTIjmbZC1ppWM,Dionne Warwick;Elton John;Gladys Knight;Stevie Wonder,Friends,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",66.0,255933.0,False,0.68,0.242,0.0,-16.264,0.0,0.0322,0.509,4.34e-05,0.071,0.169,120.126,4.0,disco
25374.0,6UXXeFqMBGiqjkzQzkMT3E,Bee Gees,Spirits Having Flown,Tragedy,65.0,303333.0,False,0.665,0.532,2.0,-10.793,1.0,0.0277,0.0889,0.0109,0.296,0.81,117.955,4.0,disco
25375.0,1OppEieGNdItZbE14gLBEv,The Supremes,The Supremes A' Go-Go (Expanded Edition),You Can't Hurry Love,74.0,167933.0,False,0.63,0.711,10.0,-9.34,1.0,0.0472,0.299,0.0,0.0813,0.659,96.912,4.0,disco
25387.0,2xiOdusRnZezQok1RgLNeS,Bee Gees,Children Of The World,"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",69.0,256493.0,False,0.681,0.716,0.0,-10.911,1.0,0.0333,0.0182,0.17,0.337,0.963,123.009,4.0,disco
25400.0,4t0UsYzmmmZRMTWn77jiGF,Robin S,Show Me Love,Show Me Love,69.0,252106.0,False,0.811,0.833,5.0,-4.259,1.0,0.153,0.014,2.06e-05,0.0769,0.567,120.258,4.0,disco
25401.0,0wtHjEAzLYYyGuk2WtpGwS,Commodores,The Very Best Of The Commodores,Easy,63.0,260893.0,False,0.576,0.432,10.0,-13.642,0.0,0.0314,0.233,0.00135,0.0743,0.348,132.144,4.0,disco
25402.0,4UQH52FfgGpzDShKDbBvEA,Patrice Rushen,Straight From The Heart,Forget Me Nots - Remastered,64.0,284506.0,False,0.918,0.459,6.0,-6.962,0.0,0.0427,0.079,0.0593,0.0532,0.962,113.818,4.0,disco
25403.0,0awG4a7t5UrmZZ4PZVNav3,Oliver Cheatham,Disco Essentials,Get Down Saturday Night,63.0,241906.0,False,0.865,0.611,11.0,-11.571,0.0,0.0573,0.226,0.082,0.0572,0.963,116.545,4.0,disco
25409.0,2zMJN9JvDlvGP4jB03l1Bz,Donna Summer,Bad Girls,Hot Stuff,67.0,314760.0,False,0.823,0.743,0.0,-13.98,1.0,0.0316,0.00559,0.0306,0.0707,0.966,120.471,4.0,disco
25411.0,2je56j0xuoTi1gYkLLMlJU,Kool & The Gang,Collected,Get Down On It - Single Version,68.0,211680.0,False,0.877,0.56,7.0,-8.529,1.0,0.0621,0.156,0.000139,0.0535,0.969,110.86,4.0,disco
25413.0,2R30N7DHSavVqORsbMApqV,Bee Gees,Horizontal,Massachusetts,60.0,147533.0,False,0.215,0.459,7.0,-13.406,1.0,0.0544,0.00861,0.00934,0.0619,0.443,50.732,4.0,disco
25416.0,5CI1FP2Volc9wjz2MBZsGx,Irene Cara,Fame (Original Motion Picture Soundtrack),Fame,66.0,316066.0,False,0.7,0.73,0.0,-8.763,0.0,0.0311,0.132,0.0,0.133,0.961,130.519,4.0,disco
25417.0,0cXFXgFns7sIMmTpqyGRmD,Olivia Newton-John,Xanadu - Original Motion Picture Soundtrack,Xanadu,66.0,208240.0,False,0.635,0.584,6.0,-9.112,1.0,0.0296,0.118,0.0,0.29,0.711,127.626,4.0,disco
25420.0,1ot6jEe4w4hYnsOPjd3xKQ,The Pointer Sisters,So Excited! (Expanded Edition),I'm So Excited,72.0,230640.0,False,0.59,0.868,5.0,-5.832,0.0,0.048,0.0962,0.000322,0.442,0.798,184.348,4.0,disco
25423.0,5eFiEFtrq5dLgVHSZANUNl,Rick Astley,Whenever You Need Somebody,Together Forever,68.0,205533.0,False,0.702,0.933,2.0,-11.876,1.0,0.0492,0.0519,0.000128,0.155,0.896,115.114,4.0,disco
25427.0,0m4jVVZrsv0bLkAr1uM6UG,Captain & Tennille,Make Your Move,Do That To Me One More Time,68.0,256666.0,False,0.728,0.524,7.0,-8.227,1.0,0.0255,0.563,0.000131,0.0913,0.51,90.262,4.0,disco
25450.0,33tYADyL2aZctrvR59K1bQ,Oden & Fatzo,Lauren (I Can't Stay Forever),Lauren (I Can't Stay Forever),68.0,200550.0,False,0.702,0.912,9.0,-8.687,0.0,0.0652,0.0773,0.309,0.0926,0.957,128.018,4.0,disco
25453.0,0CsM8VGDi38kusMv3pxyj1,Spandau Ballet,True - The Digital E.P.,True - Single Edit,69.0,329146.0,False,0.742,0.533,0.0,-9.098,1.0,0.0288,0.459,0.148,0.064,0.391,97.395,4.0,disco
25457.0,4OeFQtRyT7vsLnRTv7t8YT,Tina Turner,All The Best,The Best,62.0,330253.0,False,0.651,0.87,0.0,-5.149,1.0,0.0318,0.103,0.00815,0.0979,0.729,103.857,4.0,disco
25462.0,0G3fbPbE1vGeABDEZF0jeG,CHIC,Risqué,Good Times,64.0,495400.0,False,0.87,0.657,2.0,-7.32,1.0,0.0522,0.149,0.0102,0.053,0.893,110.596,4.0,disco
25464.0,37nxLdGbmgEYQYrqe14xOp,Dan Hartman,Streets Of Fire,I Can Dream About You,63.0,249560.0,False,0.743,0.5,9.0,-14.105,1.0,0.0513,0.0515,0.0,0.0373,0.903,112.989,4.0,disco
25465.0,2yCAGizViD7HZXwNYxJToQ,Kool & The Gang,Collected,Cherish - Single Version,64.0,238000.0,False,0.643,0.568,1.0,-9.903,1.0,0.0222,0.135,0.0,0.195,0.434,95.17,4.0,disco
25466.0,1YGZyfvdgZxzipWoWYVKxi,Kim Wilde,Kim Wilde,Kids In America,70.0,205533.0,False,0.557,0.782,4.0,-3.899,1.0,0.0475,0.0953,6.75e-06,0.118,0.305,159.621,4.0,disco
25467.0,2NVpYQqdraEcQwqT7GhUkh,Chaka Khan,"Epiphany: The Best of Chaka Khan, Vol. 1",Ain't Nobody,67.0,280853.0,False,0.8,0.878,1.0,-7.109,1.0,0.0434,0.189,0.000104,0.14,0.816,104.282,4.0,disco
25468.0,0VdwHBLCTSdrTJFIjWOsEC,Bob Sinclar;Vintage Culture;Dubdogz;Steve Edwards,World Hold On (Radio Edit) [Vintage Culture & Dubdogz Remix],World Hold On (Radio Edit) [Vintage Culture & Dubdogz Remix],65.0,172073.0,False,0.604,0.894,11.0,-3.796,1.0,0.199,0.0829,0.000564,0.201,0.669,122.884,4.0,disco
25472.0,3pbtBomO4Zt5gGiqsYeiBH,Diana Ross,Diana,Upside Down,69.0,245600.0,False,0.873,0.855,5.0,-8.559,0.0,0.0615,0.179,0.0285,0.0377,0.884,107.868,4.0,disco
25476.0,4XX1pFUkQOZTYp6Hb6a6Ae,Bananarama,True Confessions (Collector's Edition),Venus,67.0,229164.0,False,0.722,0.961,9.0,-4.812,1.0,0.0514,0.0883,0.61,0.278,0.91,126.113,4.0,disco
25477.0,28285KFbyCq8sJofn58qlD,The O'Jays,Back Stabbers,Love Train,70.0,178400.0,False,0.743,0.572,0.0,-9.627,1.0,0.0493,0.186,1.44e-05,0.163,0.675,122.658,4.0,disco
25481.0,5fnOrhQ4KgT5irGCjIccGH,Christopher Cross,Arthur - The Album [Original Soundtrack],Arthur's Theme (Best That You Can Do),70.0,234493.0,False,0.526,0.515,9.0,-11.169,1.0,0.0389,0.169,0.000816,0.181,0.518,136.543,4.0,disco
25482.0,2zjt2hHBbiv5SuxYg8Z7eP,Cyndi Lauper,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),Girls Just Want to Have Fun,67.0,238120.0,False,0.707,0.788,6.0,-5.269,1.0,0.0333,0.214,0.000571,0.308,0.746,120.465,4.0,disco
25491.0,3ErsOxqe2RmXkR65wkygDz,Tina Turner,Private Dancer (30th Anniversary Issue),What's Love Got to Do with It - 2015 Remaster,65.0,230240.0,False,0.855,0.48,1.0,-8.902,1.0,0.0588,0.254,2.16e-05,0.151,0.798,97.793,4.0,disco
25492.0,1mskmld5ZKEhRaNvYVPoqZ,Laura Branigan,Branigan,Gloria,65.0,289853.0,False,0.776,0.743,9.0,-6.807,1.0,0.0289,0.107,0.293,0.149,0.84,131.343,4.0,disco
25500.0,5yfHDmZHjMw2gLjbghG90V,Darius,Romance,Hot Hands,63.0,253090.0,False,0.849,0.558,10.0,-9.23,0.0,0.0437,0.0498,0.00634,0.119,0.35,109.991,4.0,disco
25504.0,26haJjtanhamtf25RXH0MO,Martin Solveig;ALMA,All Stars,All Stars,65.0,170322.0,False,0.775,0.723,10.0,-3.479,0.0,0.0486,0.17,0.000672,0.0579,0.604,124.05,4.0,disco
25507.0,3SnGymj6ijE2iuUfWxLo1q,Diana Ross,Diana,I'm Coming Out,70.0,323346.0,False,0.72,0.828,5.0,-9.211,1.0,0.0462,0.185,0.429,0.0839,0.768,110.071,4.0,disco
25508.0,5yGTQzYbEdY6B9RFZJypgt,DeBarge,Rhythm Of The Night,Rhythm Of The Night,67.0,229106.0,False,0.707,0.759,11.0,-12.328,0.0,0.046,0.0769,2.84e-05,0.0775,0.955,115.142,4.0,disco
25512.0,1VrfLrBviw9A6JzRoo3t2C,Bonnie Tyler,Faster Than the Speed of Night,Total Eclipse of the Heart,62.0,418000.0,False,0.439,0.512,8.0,-12.871,1.0,0.0514,0.348,0.0,0.154,0.197,131.351,4.0,disco
25513.0,3ZYO0HGRFFdAGeb8o7F9KC,Barry White,"You're The First, The Last, My Everything","You're The First, The Last, My Everything - Single Version",70.0,212906.0,False,0.631,0.713,5.0,-7.124,1.0,0.0311,0.00204,0.000344,0.414,0.891,130.949,4.0,disco
25518.0,2M2WJ7gBlcKNxdhyfPp9zY,The Emotions,Rejoice,Best of My Love,70.0,220560.0,False,0.784,0.713,0.0,-6.865,1.0,0.0339,0.447,0.14,0.0904,0.97,115.443,4.0,disco
